,coords,weight,point_type
4355,"(47.38067432585204, -91.37645766433275)",-47,Census_Blocks
4356,"(47.35152830725916, -91.72389669288809)",-15,Census_Blocks
4357,"(47.01035192165761, -91.75510118360393)",-56,Census_Blocks
4358,"(47.09591444210745, -91.61116310928549)",-82,Census_Blocks
4359,"(47.24763310693802, -91.3404273228532)",-50,Census_Blocks
4360,"(47.33641561227131, -91.26133803544366)",-20,Census_Blocks
4361,"(47.29469275287424, -91.270219530327)",-13,Census_Blocks
4362,"(47.0381923852302, -91.68529112519376)",-59,Census_Blocks
4363,"(47.019105108306796, -91.69104813903905)",-55,Census_Blocks
4364,"(47.020479057574, -91.66523539577213)",-21,Census_Blocks
4365,"(47.03446338139285, -91.65049414278717)",-100,Census_Blocks
4366,"(47.13214000688639, -91.28431574344695)",0,Census_Blocks
4367,"(48.5784339891048, -94.56842687834848)",-120,Census_Blocks
4368,"(48.76865065234994, -94.78763638971108)",-34,Census_Blocks
4369,"(48.55088593610464, -94.96326470142286)",-8,Census_Blocks
4370,"(48.87632780557552, -94.98006172450705)",-57,Census_Blocks
4371,"(49.09055727458994, -94.9683754060052)",-10,Census_Blocks
4372,"(44.53683029313091, -93.57395393608529)",-187,Census_Blocks
4373,"(44.53652638282981, -93.54323864940882)",-37,Census_Blocks
4374,"(44.49749586823272, -93.57650751422067)",-62,Census_Blocks
4375,"(44.483776089028886, -93.70291200594649)",-82,Census_Blocks
4376,"(44.45040761083796, -93.8208671428383)",-41,Census_Blocks
4377,"(44.511159502207306, -93.87903732962398)",-15,Census_Blocks
4378,"(44.463217814924086, -93.88808919712886)",-95,Census_Blocks
4379,"(44.45430080648299, -93.92083825080562)",-243,Census_Blocks
4380,"(44.40829441151957, -93.91654163661383)",-40,Census_Blocks
4381,"(44.369928126785275, -93.60454407919379)",-66,Census_Blocks
4382,"(44.44646448201765, -93.60339069715842)",-86,Census_Blocks
4383,"(44.443092568711855, -93.55321453901959)",-108,Census_Blocks
4384,"(44.21580997547302, -93.6979766488291)",-71,Census_Blocks
4385,"(44.229698874363756, -93.6102607485915)",-43,Census_Blocks
4386,"(44.25705650000725, -93.58907765257106)",-58,Census_Blocks
4387,"(44.20758271138844, -93.59145956950977)",-46,Census_Blocks
4388,"(44.39481752216008, -93.7088047355799)",-55,Census_Blocks
4389,"(44.39565489364408, -93.74893389492031)",-93,Census_Blocks
4390,"(44.30727449955932, -93.74009064687834)",-96,Census_Blocks
4391,"(44.267707093464814, -93.98330343509123)",-67,Census_Blocks
4392,"(44.30624145435512, -93.92404382918487)",-30,Census_Blocks
4393,"(44.33265778921346, -93.8526869856822)",-49,Census_Blocks
4394,"(44.26539303486626, -93.85505098479933)",-31,Census_Blocks
4395,"(44.45685357360115, -96.15770525359314)",-46,Census_Blocks
4396,"(44.51257652910105, -96.26714739096658)",-60,Census_Blocks
4397,"(44.471164649987315, -96.38334301133024)",-59,Census_Blocks
4398,"(44.27114936345689, -96.34564781941918)",-58,Census_Blocks
4399,"(44.24607175880157, -96.17131436360572)",-107,Census_Blocks
4400,"(44.58436439716534, -95.80117017036588)",-29,Census_Blocks
4401,"(44.55428724299131, -95.98032738102508)",-47,Census_Blocks
4402,"(44.586511426852105, -96.0376367293378)",-25,Census_Blocks
4403,"(44.61109764576044, -95.68599835069074)",-96,Census_Blocks
4404,"(44.46650695690795, -95.97736442684484)",-46,Census_Blocks
4405,"(44.4014140596487, -95.83411318813809)",-48,Census_Blocks
4406,"(44.46789664109315, -95.68815339248663)",-66,Census_Blocks
4407,"(44.43277667819874, -95.80305297776422)",-154,Census_Blocks
4408,"(44.43561867042282, -95.7909096053347)",-169,Census_Blocks
4409,"(44.4502013495628, -95.81650840607121)",-42,Census_Blocks
4410,"(44.43955212627989, -95.8051727472098)",-166,Census_Blocks
4411,"(44.43093660276505, -95.75967218504856)",-94,Census_Blocks
4412,"(44.44580720810009, -95.782117854026)",-142,Census_Blocks
4413,"(44.445052434682424, -95.76814725262615)",-242,Census_Blocks
4414,"(44.46837987086795, -95.79473000701266)",-30,Census_Blocks
4415,"(44.460640209818365, -95.75430381006814)",-66,Census_Blocks
4416,"(44.469999501938624, -95.77582007374846)",-60,Census_Blocks
4417,"(44.26976725635543, -95.97796796577853)",-51,Census_Blocks
4418,"(44.32969198443468, -95.8244520758633)",-39,Census_Blocks
4419,"(44.26246911165765, -95.70237341763422)",-49,Census_Blocks
4420,"(44.23662413354837, -95.86584911187579)",-60,Census_Blocks
4421,"(44.24102126568054, -95.6254297493924)",-18,Census_Blocks
4422,"(44.23128826665078, -95.61846835608915)",-55,Census_Blocks
4423,"(44.239019907515214, -95.60358065598561)",-78,Census_Blocks
4424,"(44.96598936588647, -94.03133572553038)",-49,Census_Blocks
4425,"(44.93168142047526, -94.0789250234446)",-84,Census_Blocks
4426,"(44.89191739175468, -94.1841183376307)",-27,Census_Blocks
4427,"(44.940662912546316, -94.19942373881759)",-21,Census_Blocks
4428,"(44.8906225695096, -94.30738465227611)",-65,Census_Blocks
4429,"(44.944052620589844, -94.43621886564571)",-26,Census_Blocks
4430,"(44.85676772163266, -94.44006795458445)",-84,Census_Blocks
4431,"(44.880429269291035, -94.36858378028259)",-98,Census_Blocks
4432,"(44.871946377174304, -94.34664928004386)",-165,Census_Blocks
4433,"(44.86711195204168, -94.38444930698816)",-43,Census_Blocks
4434,"(44.88742013852391, -94.37449313872634)",-9,Census_Blocks
4435,"(44.88200020192125, -94.37445573008523)",-155,Census_Blocks
4436,"(44.89284795837929, -94.38120388265983)",0,Census_Blocks
4437,"(44.88460127042819, -94.40038758311889)",-95,Census_Blocks
4438,"(44.90113640196915, -94.3816442159393)",-211,Census_Blocks
4439,"(44.9032169480017, -94.39851319183856)",-57,Census_Blocks
4440,"(44.90339237558357, -94.36162514519617)",-123,Census_Blocks
4441,"(44.89944534803002, -94.34533296557683)",-71,Census_Blocks
4442,"(44.76939807178291, -94.37343275813424)",-29,Census_Blocks
4443,"(44.74132053866824, -94.35310705745141)",-3,Census_Blocks
4444,"(44.680763213970195, -94.3808408459779)",-95,Census_Blocks
4445,"(44.88428108261588, -94.0411337666732)",-109,Census_Blocks
4446,"(44.839395860552635, -94.07352444136237)",-41,Census_Blocks
4447,"(44.807712129485175, -94.19761731557745)",-32,Census_Blocks
4448,"(44.750889947399344, -94.07212661402711)",-38,Census_Blocks
4449,"(44.782259092349925, -94.171413435991)",-111,Census_Blocks
4450,"(44.78118148686598, -94.14177791938634)",-41,Census_Blocks
4451,"(44.74876011850124, -94.16080936592842)",-22,Census_Blocks
4452,"(44.77292769631472, -94.12007028842514)",-131,Census_Blocks
4453,"(47.22155690653717, -95.99597622619733)",-62,Census_Blocks
4454,"(47.40291368611344, -95.94440583189403)",-75,Census_Blocks
4455,"(47.31370891640347, -95.96778739133289)",-101,Census_Blocks
4456,"(47.27352022591285, -95.78303831925481)",-129,Census_Blocks
4457,"(47.35041275043328, -95.63708236524731)",-90,Census_Blocks
4458,"(48.35280962294571, -95.70857429442975)",-57,Census_Blocks
4459,"(48.25638138782753, -96.06687631847514)",-40,Census_Blocks
4460,"(48.42768449208582, -96.00590195075745)",-26,Census_Blocks
4461,"(48.35428191493379, -96.35064248533443)",-85,Census_Blocks
4462,"(48.465029213619275, -96.47389828887623)",-5,Census_Blocks
4463,"(48.25012480736642, -96.45252813927148)",-21,Census_Blocks
4464,"(48.40942181535024, -96.9364220638995)",-42,Census_Blocks
4465,"(48.32649314416016, -96.82768482653552)",-28,Census_Blocks
4466,"(48.444207354356, -96.8693013101148)",-34,Census_Blocks
4467,"(48.27086716180546, -96.68799921421416)",-95,Census_Blocks
4468,"(48.22903448089084, -96.8957941756919)",-35,Census_Blocks
4469,"(48.19112644678362, -96.77529669643046)",-82,Census_Blocks
4470,"(43.80364724935718, -94.55203931512962)",-75,Census_Blocks
4471,"(43.76194510169769, -94.71483995263966)",-84,Census_Blocks
4472,"(43.83310887820251, -94.42791522973698)",-121,Census_Blocks
4473,"(43.71544794204466, -94.328274433939)",-28,Census_Blocks
4474,"(43.71620022751774, -94.70485102077899)",-12,Census_Blocks
4475,"(43.668178480462664, -94.62111449312245)",-20,Census_Blocks
4476,"(43.71892292820204, -94.48153658033513)",-31,Census_Blocks
4477,"(43.62429569339694, -94.55986485610717)",-63,Census_Blocks
4478,"(43.65991054491096, -94.69532111103732)",-57,Census_Blocks
4479,"(43.54331749045497, -94.43056212079118)",-71,Census_Blocks
4480,"(43.543528876674344, -94.73586467389131)",-19,Census_Blocks
4481,"(43.648366141167884, -94.49847111211957)",-9,Census_Blocks
4482,"(43.64057755604258, -94.46696862691168)",-58,Census_Blocks
4483,"(43.644113361633956, -94.45540046167747)",-68,Census_Blocks
4484,"(43.61729110847195, -94.47738538403068)",-45,Census_Blocks
4485,"(43.617862425366866, -94.45569678217625)",-80,Census_Blocks
4486,"(43.64985873241718, -94.45538203817004)",-59,Census_Blocks
4487,"(43.657561850385974, -94.4199173876325)",-73,Census_Blocks
4488,"(43.668838764063395, -94.49044602635271)",-35,Census_Blocks
4489,"(43.669814702696236, -94.45512609364135)",-33,Census_Blocks
4490,"(43.655513063658304, -94.45442255989897)",-126,Census_Blocks
4491,"(45.22474274937615, -94.31801252678032)",-92,Census_Blocks
4492,"(45.12467716598227, -94.30372610466848)",-139,Census_Blocks
4493,"(45.07801865316224, -94.3033600030806)",-103,Census_Blocks
4494,"(45.02294164197794, -94.30889765932984)",-71,Census_Blocks
4495,"(45.17799796808225, -94.43264647561845)",-52,Census_Blocks
4496,"(45.09154450281319, -94.4237199110942)",-37,Census_Blocks
4497,"(45.02114675568542, -94.43816902881534)",-42,Census_Blocks
4498,"(45.27627558559056, -94.4482444816239)",-32,Census_Blocks
4499,"(45.31163338231012, -94.40389640480441)",-95,Census_Blocks
4500,"(45.11477776386566, -94.50690062371903)",-103,Census_Blocks
4501,"(45.126147910588294, -94.51208678123962)",0,Census_Blocks
4502,"(45.1374582416232, -94.51373757362921)",-98,Census_Blocks
4503,"(45.10187441514929, -94.53183715316727)",-65,Census_Blocks
4504,"(45.15601638053205, -94.53435690791736)",-127,Census_Blocks
4505,"(45.12755924090292, -94.53479678910145)",-12,Census_Blocks
4506,"(45.05060907643609, -94.56315914201537)",-17,Census_Blocks
4507,"(45.17393118373714, -94.58692096923893)",-45,Census_Blocks
4508,"(44.94763622767204, -94.57368701963296)",-34,Census_Blocks
4509,"(45.28372355371125, -94.57407575429205)",-68,Census_Blocks
4510,"(45.109623631329846, -94.69447694368233)",-57,Census_Blocks
4511,"(44.97554161855136, -94.69770365329649)",-81,Census_Blocks
4512,"(45.25318750888111, -94.70456909255464)",-29,Census_Blocks
4513,"(45.77639657250718, -93.5754328225713)",-120,Census_Blocks
4514,"(45.69511297823926, -93.58587615759974)",-82,Census_Blocks
4515,"(45.698520800947186, -93.71397443971402)",-126,Census_Blocks
4516,"(45.79007339182091, -93.70973393926668)",-108,Census_Blocks
4517,"(45.74576829895949, -93.63701816667601)",-60,Census_Blocks
4518,"(45.750547395249754, -93.66139114905478)",-126,Census_Blocks
4519,"(45.61599239907833, -93.57570514411408)",-34,Census_Blocks
4520,"(45.60831974613703, -93.69816274136566)",-37,Census_Blocks
4521,"(45.59983957068301, -93.58114447217224)",-156,Census_Blocks
4522,"(45.569737949269644, -93.59900626837737)",-155,Census_Blocks
4523,"(45.572777956548315, -93.56325042092882)",-153,Census_Blocks
4524,"(46.14051224299155, -93.47012268830841)",-49,Census_Blocks
4525,"(46.20094872521234, -93.48889444128324)",-28,Census_Blocks
4526,"(46.10576581371882, -93.48795810914781)",-12,Census_Blocks
4527,"(46.08005138209932, -93.65631035850404)",-58,Census_Blocks
4528,"(46.195301531938384, -93.71594611639392)",-30,Census_Blocks
4529,"(46.076328687494374, -93.74864901215771)",-113,Census_Blocks
4530,"(45.88653392830678, -93.666601415981)",-126,Census_Blocks
4531,"(46.168211574365216, -93.60152130477108)",-21,Census_Blocks
4532,"(45.9973857384138, -93.56242670164605)",-24,Census_Blocks
4533,"(46.1440030373856, -94.58242668530978)",-29,Census_Blocks
4534,"(46.23907781930975, -94.55896281482298)",-62,Census_Blocks
4535,"(46.29266286660781, -94.57517791256763)",-43,Census_Blocks
4536,"(46.17844181828788, -94.42060698992447)",-57,Census_Blocks
4537,"(45.997109236785015, -94.57098674720439)",-59,Census_Blocks
4538,"(46.060485467724234, -94.46660510737196)",-63,Census_Blocks
4539,"(45.98838234527585, -94.45084937341385)",-55,Census_Blocks
4540,"(46.10228843846712, -94.27221565996685)",-50,Census_Blocks
4541,"(45.94045182211357, -94.27412571742715)",-64,Census_Blocks
4542,"(45.878374580685126, -94.27093808704802)",-80,Census_Blocks
4543,"(45.837553326655794, -94.29168457708447)",-86,Census_Blocks
4544,"(46.00955347863656, -94.27365373183483)",-120,Census_Blocks
4545,"(46.077188488211526, -94.12484817053169)",-51,Census_Blocks
4546,"(46.07522746922535, -93.99708383364425)",-55,Census_Blocks
4547,"(46.065783697327475, -93.87713644598874)",-22,Census_Blocks
4548,"(45.90284424402906, -93.88454796445474)",-45,Census_Blocks
4549,"(45.95275295551997, -94.10155213121128)",-81,Census_Blocks
4550,"(45.8693866943637, -94.09621915901413)",-103,Census_Blocks
4551,"(45.9838915372442, -94.09794182947562)",-157,Census_Blocks
4552,"(45.95401660395522, -94.37148092576501)",-44,Census_Blocks
4553,"(45.97910040409412, -94.33882779849654)",-26,Census_Blocks
4554,"(45.96714452817948, -94.33924581227569)",-80,Census_Blocks
4555,"(45.977172353521574, -94.35921264838888)",-161,Census_Blocks
4556,"(45.99111361780363, -94.3511996491642)",-25,Census_Blocks
4557,"(45.96773364947567, -94.38426387892466)",-102,Census_Blocks
4558,"(45.98819145031562, -94.3751748807986)",-33,Census_Blocks
4559,"(45.89239906051536, -94.43538615002738)",-61,Census_Blocks
4560,"(45.81478654033127, -94.41818567184416)",-62,Census_Blocks
4561,"(45.882460284602985, -94.58024450652765)",-36,Census_Blocks
4562,"(45.803526940355574, -94.5596939498707)",-59,Census_Blocks
4563,"(43.688965528224195, -92.97240661126862)",-165,Census_Blocks
4564,"(43.67300179544284, -92.99984752800366)",-106,Census_Blocks
4565,"(43.661025835060585, -92.99354841741106)",-101,Census_Blocks
4566,"(43.66345563110242, -93.00115959091356)",-66,Census_Blocks
4567,"(43.677298856745296, -92.98905555306689)",-14,Census_Blocks
4568,"(43.67706795064392, -92.97855875252183)",-23,Census_Blocks
4569,"(43.672016253836425, -92.98109671138985)",-15,Census_Blocks
4570,"(43.6721318165692, -92.98906399168135)",-100,Census_Blocks
4571,"(43.668430898859555, -92.985261730179)",-95,Census_Blocks
4572,"(43.66978490393691, -92.97296692067185)",-113,Census_Blocks
4573,"(43.671361474155304, -92.95595949938533)",0,Census_Blocks
4574,"(43.67334035829532, -92.9658903169658)",-67,Census_Blocks
4575,"(43.65965078125623, -92.96481670974214)",-50,Census_Blocks
4576,"(43.64690358339666, -92.96986938749373)",-4,Census_Blocks
4577,"(43.66403323394327, -92.97115459699684)",-142,Census_Blocks
4578,"(43.67061664927492, -92.94508196352685)",-41,Census_Blocks
4579,"(43.66104224113999, -92.95031392969769)",-98,Census_Blocks
4580,"(43.6555882373847, -92.98477531934711)",-61,Census_Blocks
4581,"(43.664801559326115, -92.98324837505258)",-128,Census_Blocks
4582,"(43.66128889138927, -92.98201474659145)",-95,Census_Blocks
4583,"(43.65427508427598, -92.97662512069193)",-29,Census_Blocks
4584,"(43.664993576282114, -93.02757920808041)",-285,Census_Blocks
4585,"(43.64486984828889, -93.01447776463752)",-190,Census_Blocks
4586,"(43.62447368280987, -92.91477372993215)",-53,Census_Blocks
4587,"(43.72781797703841, -92.9796569888569)",-42,Census_Blocks
4588,"(43.71678608978977, -92.85951393819286)",-47,Census_Blocks
4589,"(43.76470013852397, -92.75463718266424)",-49,Census_Blocks
4590,"(43.80489294079178, -92.93944636619557)",-60,Census_Blocks
4591,"(43.542179791126074, -92.63674364485215)",-33,Census_Blocks
4592,"(43.6218435168508, -92.74519768489753)",-44,Census_Blocks
4593,"(43.51182287406336, -92.49549956007995)",-59,Census_Blocks
4594,"(43.54344514914373, -92.92888823259604)",-43,Census_Blocks
4595,"(43.797597979719825, -92.56920923673871)",-65,Census_Blocks
4596,"(43.67168543392395, -92.56836325605143)",-161,Census_Blocks
4597,"(44.104847015410996, -95.90826466434046)",-61,Census_Blocks
4598,"(44.144920979933616, -95.71531712436843)",-15,Census_Blocks
4599,"(44.117984987549754, -95.58115391481162)",-29,Census_Blocks
4600,"(43.94049820305981, -95.98557914775706)",-71,Census_Blocks
4601,"(43.886434849148415, -95.6572576766943)",-114,Census_Blocks
4602,"(43.92052594205159, -95.82988832495653)",-43,Census_Blocks
4603,"(43.976153269574006, -95.54415803195538)",-53,Census_Blocks
4604,"(43.9747494850127, -95.77534144573556)",-40,Census_Blocks
4605,"(43.998929674669974, -95.68205297757918)",-31,Census_Blocks
4606,"(44.3086051514735, -94.32847920143062)",-75,Census_Blocks
4607,"(44.411999918534505, -94.33483452382585)",-44,Census_Blocks
4608,"(44.41139130801683, -94.54518037030645)",-109,Census_Blocks
4609,"(44.36583701360757, -94.18282177173113)",-25,Census_Blocks
4610,"(44.24410493022754, -94.0901768000818)",-119,Census_Blocks
4611,"(44.391532293776905, -94.0392766591974)",-131,Census_Blocks
4612,"(44.24160982362197, -94.21146988096743)",-85,Census_Blocks
4613,"(44.34222930569125, -93.97696033355321)",-70,Census_Blocks
4614,"(44.33202032611951, -93.9759688974584)",-55,Census_Blocks
4615,"(44.34324926847978, -93.94955938515122)",-207,Census_Blocks
4616,"(44.31934028759648, -93.96046738275872)",-77,Census_Blocks
4617,"(44.30427599093685, -93.99127025178443)",-59,Census_Blocks
4618,"(44.32142383079105, -93.97485921894483)",-10,Census_Blocks
4619,"(44.1727692371342, -94.04037249709886)",-92,Census_Blocks
4620,"(44.16941614246008, -94.05936751971949)",-158,Census_Blocks
4621,"(44.176764893894024, -94.02520601278358)",-161,Census_Blocks
4622,"(44.1898115675714, -94.0567139510934)",-63,Census_Blocks
4623,"(44.19473801455927, -94.02768115332987)",-143,Census_Blocks
4624,"(44.1736416914691, -94.0135633608078)",-91,Census_Blocks
4625,"(44.176347467051926, -94.00589021957639)",0,Census_Blocks
4626,"(44.16868832707935, -94.01238878069336)",-113,Census_Blocks
4627,"(44.179673029111505, -94.01537144293076)",-53,Census_Blocks
4628,"(43.71959188313068, -95.64236317679587)",-32,Census_Blocks
4629,"(43.80408796273882, -95.63077478150804)",-24,Census_Blocks
4630,"(43.634225177943954, -95.70915638216908)",-34,Census_Blocks
4631,"(43.64057507966601, -95.49604878669449)",-29,Census_Blocks
4632,"(43.714803628413875, -95.87036370705142)",-59,Census_Blocks
4633,"(43.720178790348974, -95.99526562185792)",-51,Census_Blocks
