,coords,weight,point_type
3942,"(44.98339308174501, -93.2533598346847)",-14,Census_Blocks
3943,"(44.98650349104097, -93.24759801913419)",-33,Census_Blocks
3944,"(44.98757940412208, -93.25129373616235)",0,Census_Blocks
3945,"(44.98410513573666, -93.23386182239857)",0,Census_Blocks
3946,"(44.981250241590836, -93.23605048844527)",-2,Census_Blocks
3947,"(44.98133617265251, -93.21715900353072)",0,Census_Blocks
3948,"(44.98560335618731, -93.21601895693529)",0,Census_Blocks
3949,"(44.98646491072465, -93.23075301477543)",-49,Census_Blocks
3950,"(44.994581853368, -93.23265837842247)",-14,Census_Blocks
3951,"(44.998567967867096, -93.2155292036809)",0,Census_Blocks
3952,"(44.99178552013186, -93.21994248578206)",-50,Census_Blocks
3953,"(44.989825991898755, -93.21137297641859)",-127,Census_Blocks
3954,"(44.97870689092613, -93.29894881536617)",-9,Census_Blocks
3955,"(44.98166546951074, -93.31255759804016)",-43,Census_Blocks
3956,"(44.982730173815064, -93.30210737929357)",-388,Census_Blocks
3957,"(44.97773738958667, -93.2788189530894)",-74,Census_Blocks
3958,"(44.97249297076046, -93.26949652985363)",0,Census_Blocks
3959,"(44.97450693633974, -93.27479153799544)",-10,Census_Blocks
3960,"(44.9687249517774, -93.25060351613087)",-150,Census_Blocks
3961,"(44.96945574895874, -93.24875170501565)",-562,Census_Blocks
3962,"(44.97514988937573, -93.24460584999693)",-86,Census_Blocks
3963,"(44.96634935406854, -93.24232275695421)",-72,Census_Blocks
3964,"(44.96909706201136, -93.23795588192773)",0,Census_Blocks
3965,"(44.97091795692007, -93.23198653998946)",0,Census_Blocks
3966,"(44.97793205586795, -93.23343112739728)",0,Census_Blocks
3967,"(44.96725384451148, -93.22186164680716)",0,Census_Blocks
3968,"(44.96931241230696, -93.22567804933145)",0,Census_Blocks
3969,"(44.97283769830375, -93.22530402980234)",0,Census_Blocks
3970,"(44.97227871000704, -93.22141136505843)",0,Census_Blocks
3971,"(44.96836665327226, -93.21820593346294)",-138,Census_Blocks
3972,"(44.97455431960653, -93.31869006746233)",-54,Census_Blocks
3973,"(44.97359269935296, -93.30250304991206)",-12,Census_Blocks
3974,"(44.96690845713307, -93.32152171866272)",-34,Census_Blocks
3975,"(44.971285650312254, -93.28028876271149)",0,Census_Blocks
3976,"(44.971306727360655, -93.28379852733974)",0,Census_Blocks
3977,"(44.97391637632337, -93.28548708901789)",-40,Census_Blocks
3978,"(44.968779268366525, -93.27410504549665)",-18,Census_Blocks
3979,"(44.96880703313382, -93.28059011618423)",-17,Census_Blocks
3980,"(44.97018022706595, -93.27826538881988)",-39,Census_Blocks
3981,"(44.96874279049377, -93.26663020321504)",-133,Census_Blocks
3982,"(44.97024317410093, -93.2657246693723)",-12,Census_Blocks
3983,"(44.971831218832364, -93.26173943841452)",0,Census_Blocks
3984,"(44.96645950092582, -93.29041227660086)",-48,Census_Blocks
3985,"(44.965506623735884, -93.29350103978832)",-41,Census_Blocks
3986,"(44.96964500745248, -93.29635958680451)",-36,Census_Blocks
3987,"(44.96503944847442, -93.29716764418653)",-98,Census_Blocks
3988,"(44.966994184897054, -93.27929319416849)",0,Census_Blocks
3989,"(44.96403897469719, -93.28236191207874)",-25,Census_Blocks
3990,"(44.96637713190077, -93.28506651050066)",-102,Census_Blocks
3991,"(44.96741702997487, -93.2831022510302)",-17,Census_Blocks
3992,"(44.96455543422711, -93.2765751850921)",-22,Census_Blocks
3993,"(44.964567110472096, -93.27139067764796)",0,Census_Blocks
3994,"(44.96484516414071, -93.27414431988109)",0,Census_Blocks
3995,"(44.96399120752983, -93.25314440465239)",-178,Census_Blocks
3996,"(44.96093119205438, -93.25599411424446)",-110,Census_Blocks
3997,"(44.96107939807983, -93.2506583147164)",-27,Census_Blocks
3998,"(44.96378634897495, -93.24176420070934)",-325,Census_Blocks
3999,"(44.960955983834836, -93.2361825750948)",-73,Census_Blocks
4000,"(44.9609653832089, -93.24283450674038)",0,Census_Blocks
4001,"(44.96392989613905, -93.22765478757766)",-53,Census_Blocks
4002,"(44.96093923359247, -93.22605276254077)",-57,Census_Blocks
4003,"(44.95816336008799, -93.32159106867063)",-120,Census_Blocks
4004,"(44.959748936689095, -93.30833938822369)",-119,Census_Blocks
4005,"(44.951987926340806, -93.31349311563183)",-27,Census_Blocks
4006,"(44.95000558234492, -93.31937188221316)",0,Census_Blocks
4007,"(44.95860455379272, -93.29827888106387)",-46,Census_Blocks
4008,"(44.95323697916625, -93.30063635702295)",-31,Census_Blocks
4009,"(44.95369922888257, -93.29282821563864)",-9,Census_Blocks
4010,"(44.95722420598768, -93.29177532062774)",-10,Census_Blocks
4011,"(44.96180495404703, -93.29004560417597)",-12,Census_Blocks
4012,"(44.96095131520385, -93.27389321521098)",-7,Census_Blocks
4013,"(44.95741803501008, -93.2711531192696)",-86,Census_Blocks
4014,"(44.95737138281801, -93.2753057604106)",0,Census_Blocks
4015,"(44.95643100621341, -93.28294321086585)",-77,Census_Blocks
4016,"(44.95463810670903, -93.28297256528275)",-172,Census_Blocks
4017,"(44.95284265378704, -93.28297584487967)",-59,Census_Blocks
4018,"(44.950886479897285, -93.2324462470688)",-72,Census_Blocks
4019,"(44.9506957496243, -93.22273555571252)",-104,Census_Blocks
4020,"(44.956273762539354, -93.22101397349415)",-24,Census_Blocks
4021,"(44.95596654188941, -93.23570338862557)",-17,Census_Blocks
4022,"(44.944812420398286, -93.20488885048816)",-66,Census_Blocks
4023,"(44.95134075078235, -93.2116088941456)",-56,Census_Blocks
4024,"(44.94670890743514, -93.2133071280691)",-25,Census_Blocks
4025,"(44.943268272849195, -93.21328226461951)",-30,Census_Blocks
4026,"(44.94935300115593, -93.30185379417038)",0,Census_Blocks
4027,"(44.9466165144216, -93.3018523914723)",-28,Census_Blocks
4028,"(44.94306432746919, -93.30107322803123)",-25,Census_Blocks
4029,"(44.93950302361937, -93.30109476687687)",0,Census_Blocks
4030,"(44.93953738796354, -93.24481786099061)",-89,Census_Blocks
4031,"(44.94485278518195, -93.24486456839104)",-47,Census_Blocks
4032,"(44.94395882046288, -93.24866808303526)",-116,Census_Blocks
4033,"(44.93585655569962, -93.23598251199638)",-51,Census_Blocks
4034,"(44.93946312756158, -93.2372181356144)",-46,Census_Blocks
4035,"(44.944446548978135, -93.23893853057785)",-387,Census_Blocks
4036,"(44.93810277976854, -93.22709495883397)",-55,Census_Blocks
4037,"(44.94534204372419, -93.23316643868182)",-38,Census_Blocks
4038,"(44.9448839691629, -93.22501132144174)",-62,Census_Blocks
4039,"(44.944860740530096, -93.22870949803117)",0,Census_Blocks
4040,"(44.93600853311464, -93.21913329237552)",-9,Census_Blocks
4041,"(44.9396174297162, -93.21913620641475)",-58,Census_Blocks
4042,"(44.94488550712096, -93.22039767353468)",-40,Census_Blocks
4043,"(44.93787777726817, -93.21212770126526)",-93,Census_Blocks
4044,"(44.93798475310749, -93.20472927586933)",-30,Census_Blocks
4045,"(44.94172271823472, -93.31621143666793)",0,Census_Blocks
4046,"(44.947415225297235, -93.32698492006713)",0,Census_Blocks
4047,"(44.93188955315849, -93.3141858627644)",-70,Census_Blocks
4048,"(44.92510203364507, -93.31506449648992)",-28,Census_Blocks
4049,"(44.92960079452973, -93.3159395038483)",-14,Census_Blocks
4050,"(44.940425511015945, -93.29327362305106)",0,Census_Blocks
4051,"(44.935893461735276, -93.2907688772047)",0,Census_Blocks
4052,"(44.93861525911295, -93.29329368413867)",-73,Census_Blocks
4053,"(44.93592395774524, -93.27714770373795)",0,Census_Blocks
4054,"(44.9359083088107, -93.28399242515863)",-28,Census_Blocks
4055,"(44.93952804844156, -93.28479767123402)",-8,Census_Blocks
4056,"(44.939537169856806, -93.27797985186332)",-11,Census_Blocks
4057,"(44.93956486450916, -93.27109174121559)",-176,Census_Blocks
4058,"(44.935950033491174, -93.27105363932766)",-130,Census_Blocks
4059,"(44.93592884981252, -93.24480970755822)",-16,Census_Blocks
4060,"(44.93585382593279, -93.2508528459637)",-62,Census_Blocks
4061,"(44.93838883642588, -93.2516081363796)",-71,Census_Blocks
4062,"(44.93051089582365, -93.3213763063391)",-101,Census_Blocks
4063,"(44.93049014447539, -93.32649546280697)",-68,Census_Blocks
4064,"(44.924994945697804, -93.32419121794723)",-71,Census_Blocks
4065,"(44.92025365800433, -93.32623208456681)",-75,Census_Blocks
4066,"(44.92078413211295, -93.32126625023986)",-71,Census_Blocks
4067,"(44.93229511457251, -93.28050166353856)",-31,Census_Blocks
4068,"(44.928914431276645, -93.27978092767108)",-112,Census_Blocks
4069,"(44.930454705486454, -93.28696492250864)",-60,Census_Blocks
4070,"(44.9270104231953, -93.30162487413493)",-52,Census_Blocks
4071,"(44.93234030092346, -93.27078695924166)",-54,Census_Blocks
4072,"(44.92894058204646, -93.27127610787093)",-25,Census_Blocks
4073,"(44.92981347270943, -93.24469675015557)",-50,Census_Blocks
4074,"(44.93230534839427, -93.25112515845832)",-121,Census_Blocks
4075,"(44.928712745352534, -93.25115387188036)",-32,Census_Blocks
4076,"(44.93231202715701, -93.23719313605372)",-72,Census_Blocks
4077,"(44.92781339837929, -93.23972949604658)",-39,Census_Blocks
4078,"(44.927798732312105, -93.23466311493291)",-71,Census_Blocks
4079,"(44.92999847205754, -93.2289194276692)",-51,Census_Blocks
4080,"(44.93242772877097, -93.22001756013478)",-79,Census_Blocks
4081,"(44.92801278907355, -93.21853561575382)",-163,Census_Blocks
4082,"(44.93249501392146, -93.20665580774796)",-13,Census_Blocks
4083,"(44.916666524360494, -93.2055732945005)",-68,Census_Blocks
4084,"(44.92167240338975, -93.21632501501996)",-72,Census_Blocks
4085,"(44.92531290801063, -93.20819122798693)",-12,Census_Blocks
4086,"(44.92885879312333, -93.20637678268419)",-33,Census_Blocks
4087,"(44.9232615345608, -93.27623561403195)",-51,Census_Blocks
4088,"(44.91780747459317, -93.28145337690106)",-82,Census_Blocks
4089,"(44.92320544730962, -93.28571811294572)",-74,Census_Blocks
4090,"(44.92323798172272, -93.28053149044864)",-137,Census_Blocks
4091,"(44.91789975739536, -93.26860959168384)",-118,Census_Blocks
4092,"(44.92511091332631, -93.26850997019814)",-45,Census_Blocks
4093,"(44.92151508733386, -93.26855222745652)",-36,Census_Blocks
4094,"(44.920778151298286, -93.2399121538894)",-34,Census_Blocks
4095,"(44.91797789123333, -93.2244973890525)",-112,Census_Blocks
4096,"(44.92278066878741, -93.22391824762092)",-40,Census_Blocks
4097,"(44.92326974612327, -93.22958142283416)",-15,Census_Blocks
4098,"(44.91520486636392, -93.32395532844023)",-110,Census_Blocks
4099,"(44.91068601860334, -93.32393609128408)",-140,Census_Blocks
4100,"(44.90707793036224, -93.3239247872468)",-42,Census_Blocks
4101,"(44.90874517646894, -93.3010091299289)",-67,Census_Blocks
4102,"(44.90694726083433, -93.30611362428039)",-118,Census_Blocks
4103,"(44.908634016333146, -93.31143371874998)",-101,Census_Blocks
4104,"(44.90899073557371, -93.31648787627378)",-74,Census_Blocks
4105,"(44.903384809352815, -93.31373844837161)",-85,Census_Blocks
4106,"(44.91413860644409, -93.29314048796331)",-60,Census_Blocks
4107,"(44.91038454361986, -93.2928399273853)",-17,Census_Blocks
4108,"(44.906959909564804, -93.29390576431459)",-52,Census_Blocks
4109,"(44.90329234719218, -93.29591521841111)",-111,Census_Blocks
4110,"(44.9099202104405, -93.28137504043738)",-89,Census_Blocks
4111,"(44.90112746753891, -93.27877814296887)",-71,Census_Blocks
4112,"(44.914224823574564, -93.28150238096893)",-29,Census_Blocks
4113,"(44.90108525840592, -93.28562501629278)",-108,Census_Blocks
4114,"(44.90610088431638, -93.2809110218291)",-142,Census_Blocks
4115,"(44.91386238246061, -93.26499694857527)",-34,Census_Blocks
4116,"(44.907658258453004, -93.26512239626241)",-41,Census_Blocks
4117,"(44.907277607009995, -93.27079615029452)",-170,Census_Blocks
4118,"(44.91343551428238, -93.27159727648146)",-73,Census_Blocks
4119,"(44.934844604173485, -93.37290235033971)",-112,Census_Blocks
4120,"(44.943532680053735, -93.37405612412057)",-150,Census_Blocks
4121,"(44.94237390789347, -93.37901579276237)",-85,Census_Blocks
4122,"(44.94675751604502, -93.36551218954473)",-174,Census_Blocks
4123,"(44.94215677224256, -93.36313133387327)",-87,Census_Blocks
4124,"(44.84261026303969, -93.29456806302218)",-21,Census_Blocks
4125,"(44.839625181568, -93.28812291305195)",-41,Census_Blocks
4126,"(44.86069418155712, -93.29068773579435)",0,Census_Blocks
4127,"(44.85429150175152, -93.29203855850574)",-105,Census_Blocks
4128,"(44.96062062721764, -93.2132466456953)",-97,Census_Blocks
4129,"(44.967559816293075, -93.2129314199644)",-42,Census_Blocks
4130,"(44.97531844122404, -93.2170793482917)",0,Census_Blocks
4131,"(45.01141229543743, -93.30443255350836)",-98,Census_Blocks
4132,"(45.007808873245644, -93.30441657462403)",-129,Census_Blocks
4133,"(45.00957008722837, -93.29746632399247)",-92,Census_Blocks
4134,"(44.95679609184703, -93.25976239962456)",-116,Census_Blocks
4135,"(44.956442414965935, -93.2549351087501)",-22,Census_Blocks
4136,"(44.95105490524029, -93.25500992437287)",-57,Census_Blocks
4137,"(44.951562174227206, -93.26026531462854)",-53,Census_Blocks
4138,"(44.95010019801658, -93.24593294762664)",-54,Census_Blocks
4139,"(44.957679600632844, -93.24822171558753)",-130,Census_Blocks
4140,"(44.953689685374805, -93.24718397439068)",-121,Census_Blocks
4141,"(44.9546369061876, -93.26513449757083)",-116,Census_Blocks
4142,"(44.95822122580548, -93.26510802517522)",-51,Census_Blocks
4143,"(44.952942916817854, -93.27012119776907)",-36,Census_Blocks
4144,"(44.95105207864692, -93.26518060640498)",-158,Census_Blocks
4145,"(44.98177001057335, -93.26188107253022)",-68,Census_Blocks
4146,"(44.98251891292018, -93.26704701613104)",-12,Census_Blocks
4147,"(44.98187548816294, -93.26534917514618)",-50,Census_Blocks
4148,"(44.977258096255625, -93.26483155360965)",0,Census_Blocks
4149,"(44.9741849636604, -93.25618584267258)",-166,Census_Blocks
4150,"(44.97789205524335, -93.25262336275684)",-175,Census_Blocks
4151,"(44.97896445756433, -93.2698687474326)",-13,Census_Blocks
4152,"(44.981225010540555, -93.27377790627195)",0,Census_Blocks
4153,"(44.983087202209184, -93.28484759766505)",-100,Census_Blocks
4154,"(44.988039101168035, -93.27977231480538)",0,Census_Blocks
4155,"(44.98473772832691, -93.27929826233002)",0,Census_Blocks
4156,"(44.98800792987386, -93.27390982256219)",-35,Census_Blocks
4157,"(44.98868575509305, -93.27711999647279)",-19,Census_Blocks
4158,"(44.985122490595195, -93.26872039128818)",0,Census_Blocks
4159,"(44.989818864925745, -93.27262766579727)",-61,Census_Blocks
4160,"(45.002576573922376, -93.28060560563601)",-65,Census_Blocks
4161,"(44.99532621627464, -93.27883340658273)",0,Census_Blocks
4162,"(44.99569683815294, -93.28527974779949)",0,Census_Blocks
4163,"(44.995553670643424, -93.29258287726077)",-170,Census_Blocks
4164,"(44.878860223827026, -93.22054907489449)",0,Census_Blocks
4165,"(44.90177142023344, -93.20471491931677)",0,Census_Blocks
4166,"(44.893666218343675, -93.19526475705365)",0,Census_Blocks
4167,"(43.817050574710755, -91.28894423087961)",-161,Census_Blocks
4168,"(43.833898214756076, -91.32071479749212)",-20,Census_Blocks
4169,"(43.81907903467597, -91.31860495441826)",-35,Census_Blocks
4170,"(43.77943253206249, -91.3200410128726)",-52,Census_Blocks
4171,"(43.691289606426345, -91.32694790633118)",-36,Census_Blocks
4172,"(43.751266339872515, -91.42991388113123)",-139,Census_Blocks
4173,"(43.79780550987777, -91.62155093156213)",-58,Census_Blocks
4174,"(43.71386669253202, -91.59810102283654)",-80,Census_Blocks
4175,"(43.638928114325985, -91.48848118360625)",-123,Census_Blocks
4176,"(43.6149267690808, -91.51788508443997)",-113,Census_Blocks
4177,"(43.61971151392533, -91.64194369188778)",-105,Census_Blocks
4178,"(43.541997980196946, -91.58786617422156)",-75,Census_Blocks
4179,"(43.573101601354246, -91.36732317683578)",-76,Census_Blocks
4180,"(47.313862659564535, -94.86887926631374)",-147,Census_Blocks
4181,"(47.32941086989126, -95.05564993543331)",-102,Census_Blocks
4182,"(47.395942263432524, -94.72608186753014)",-15,Census_Blocks
4183,"(47.31032998557549, -94.73024305889642)",-70,Census_Blocks
4184,"(47.13818499996442, -95.01982078366174)",-49,Census_Blocks
4185,"(47.02378557481727, -95.06974686123307)",-33,Census_Blocks
4186,"(47.210705530162926, -94.74308081063104)",-26,Census_Blocks
4187,"(47.09606691591016, -94.79617130396105)",-60,Census_Blocks
4188,"(46.96174304285173, -94.89235297732459)",-52,Census_Blocks
4189,"(46.93891589471102, -94.78929224150545)",-89,Census_Blocks
4190,"(46.984036156676666, -94.72999292195821)",-14,Census_Blocks
4191,"(46.88563942455032, -95.10828335942169)",-75,Census_Blocks
4192,"(46.95638543960202, -95.0201126602887)",-61,Census_Blocks
4193,"(46.92827022071624, -95.04700065512239)",-52,Census_Blocks
4194,"(46.921265554131736, -95.05659258997463)",-25,Census_Blocks
4195,"(46.912696542052046, -95.07321899629211)",-175,Census_Blocks
4196,"(46.85876578354366, -94.83296788044527)",-65,Census_Blocks
4197,"(46.88905228958035, -95.00935510699776)",-35,Census_Blocks
4198,"(45.68119134071954, -93.3148791840288)",-32,Census_Blocks
4199,"(45.68473668364894, -93.44725682700705)",-84,Census_Blocks
4200,"(45.61249365331553, -93.45492332298463)",-33,Census_Blocks
4201,"(45.60800585054992, -93.31876793730412)",-20,Census_Blocks
4202,"(45.71628372650288, -93.17550317017891)",-116,Census_Blocks
4203,"(45.658355436972926, -93.19257138190885)",-112,Census_Blocks
4204,"(45.59154234993253, -93.20956022996762)",-64,Census_Blocks
4205,"(45.58216468124822, -93.22710964443895)",-16,Census_Blocks
4206,"(45.53914908509397, -93.21181564152006)",-97,Census_Blocks
4207,"(45.5524329249222, -93.26069026127828)",-79,Census_Blocks
4208,"(45.56083712806722, -93.22363318115497)",-191,Census_Blocks
4209,"(45.5650679219957, -93.20426915043251)",-221,Census_Blocks
4210,"(45.486100635310656, -93.17057839674305)",-28,Census_Blocks
4211,"(45.5293745166998, -93.08298436976564)",-37,Census_Blocks
4212,"(45.45553446948466, -93.08452402116554)",-57,Census_Blocks
4213,"(45.543266072683565, -93.33328141204167)",-87,Census_Blocks
4214,"(45.438524399597675, -93.25309534179067)",-67,Census_Blocks
4215,"(45.46279232400613, -93.33132010940666)",-230,Census_Blocks
4216,"(45.496515506878445, -93.22508495068126)",-119,Census_Blocks
4217,"(45.48201709052204, -93.26887271372094)",-235,Census_Blocks
4218,"(45.50932986923372, -93.27155565245081)",-246,Census_Blocks
4219,"(45.44015885442161, -93.43451073253748)",-63,Census_Blocks
4220,"(45.52223126924927, -93.40576125385425)",-78,Census_Blocks
4221,"(45.52646637416137, -93.4752570628516)",-78,Census_Blocks
4222,"(47.81403068001531, -93.61255631168665)",-48,Census_Blocks
4223,"(47.74211166893137, -94.14670312185977)",-17,Census_Blocks
4224,"(47.65761722011256, -93.74989903678589)",-14,Census_Blocks
4225,"(47.297596976156804, -93.66140464332628)",-53,Census_Blocks
4226,"(47.3163443534054, -93.61518719772099)",-42,Census_Blocks
4227,"(47.477543575710456, -93.70376501626679)",-66,Census_Blocks
4228,"(47.336265180205956, -93.73770496009426)",-84,Census_Blocks
4229,"(47.40456110753899, -93.6626278726775)",-10,Census_Blocks
4230,"(47.368730186528815, -93.59760443763956)",-12,Census_Blocks
4231,"(47.794806089410365, -93.20801487650282)",-12,Census_Blocks
4232,"(47.585886030404765, -93.56712527718263)",-28,Census_Blocks
4233,"(47.677146507533884, -93.30726080921528)",-11,Census_Blocks
4234,"(47.515000604666454, -93.28921731542164)",0,Census_Blocks
4235,"(47.430992581351, -93.34118189230612)",-45,Census_Blocks
4236,"(47.44644082868666, -93.50326667815645)",-32,Census_Blocks
4237,"(47.46241788152037, -93.13353408329111)",-15,Census_Blocks
4238,"(47.374401389915754, -93.1768359011719)",-49,Census_Blocks
4239,"(47.39694590259763, -93.07991552692833)",-69,Census_Blocks
4240,"(47.24067433806801, -93.31724472837787)",-37,Census_Blocks
4241,"(47.18428961516006, -93.24308839860942)",-16,Census_Blocks
4242,"(47.14309466906467, -93.14164836805234)",-36,Census_Blocks
4243,"(47.09864629753084, -93.35373949875883)",-39,Census_Blocks
4244,"(47.08291917061225, -93.60556129835575)",-28,Census_Blocks
4245,"(47.134753579917245, -93.53918105464483)",0,Census_Blocks
4246,"(47.176521209151346, -93.67117786682454)",-71,Census_Blocks
4247,"(47.24700725674378, -93.70221791350991)",-231,Census_Blocks
4248,"(47.215123753634224, -93.62180375580824)",-127,Census_Blocks
4249,"(47.18600894083496, -93.48516879449545)",-42,Census_Blocks
4250,"(47.16136611675641, -93.49793218591591)",-26,Census_Blocks
4251,"(47.20883002277678, -93.49196844915947)",-21,Census_Blocks
4252,"(47.208193932485116, -93.55275778779291)",-67,Census_Blocks
4253,"(47.229939065580936, -93.5566741083078)",0,Census_Blocks
4254,"(47.22801546742262, -93.52322827245962)",-147,Census_Blocks
4255,"(47.24231250075002, -93.52513893360195)",-131,Census_Blocks
4256,"(47.219055955671244, -93.4352977957837)",-15,Census_Blocks
4257,"(47.268308479220636, -93.5670862408891)",-72,Census_Blocks
4258,"(47.312267273395626, -93.5170334506561)",-26,Census_Blocks
4259,"(47.245357650701735, -93.50642936274652)",-161,Census_Blocks
4260,"(47.269409755474776, -93.41011103711962)",-68,Census_Blocks
4261,"(47.361747740723104, -93.29887894240943)",-54,Census_Blocks
4262,"(47.333796121165264, -93.42973252573942)",-68,Census_Blocks
4263,"(47.33640578324948, -93.13148409381482)",-11,Census_Blocks
4264,"(47.299025824414365, -93.22309393250688)",-21,Census_Blocks
4265,"(47.547472049116195, -94.17008736769311)",-21,Census_Blocks
4266,"(47.44574824763051, -93.90065001368066)",-141,Census_Blocks
4267,"(43.605614928499975, -94.91815733226372)",-18,Census_Blocks
4268,"(43.72994767030662, -95.04335651871992)",-100,Census_Blocks
4269,"(43.74897522074508, -95.37030914015513)",-27,Census_Blocks
4270,"(43.60016676405503, -95.35397129560232)",-25,Census_Blocks
4271,"(43.773106981357245, -95.26140751396184)",-52,Census_Blocks
4272,"(43.56703292212084, -95.18956741873644)",-40,Census_Blocks
4273,"(43.66034991138397, -95.18732446734232)",-62,Census_Blocks
4274,"(43.68172853232857, -95.16460728064578)",-55,Census_Blocks
4275,"(43.642866991928194, -94.99168981487956)",-19,Census_Blocks
4276,"(43.59619174625888, -94.98382130958937)",-121,Census_Blocks
4277,"(43.61140584947063, -95.00347398707628)",-24,Census_Blocks
4278,"(43.626027164728406, -95.00557822083768)",-46,Census_Blocks
4279,"(46.081406499325304, -93.33217590326575)",-57,Census_Blocks
4280,"(45.935258242033505, -93.20463111085384)",-22,Census_Blocks
4281,"(45.98725332686086, -93.25346267545545)",-12,Census_Blocks
4282,"(46.073512493038955, -93.14634608520784)",-37,Census_Blocks
4283,"(45.94811716673946, -93.38767436669613)",-64,Census_Blocks
4284,"(45.84247260354325, -93.41030889749445)",-64,Census_Blocks
4285,"(45.81798673734322, -93.46712981879196)",-48,Census_Blocks
4286,"(45.893179943546436, -93.30538893461802)",-74,Census_Blocks
4287,"(45.87346628953779, -93.29415333547722)",-18,Census_Blocks
4288,"(45.87972229948693, -93.27869981106399)",-83,Census_Blocks
4289,"(45.87298784711968, -93.30401334399943)",-31,Census_Blocks
4290,"(45.83555532922694, -93.32768648865277)",-37,Census_Blocks
4291,"(45.76799080732003, -93.32967479632309)",-63,Census_Blocks
4292,"(45.85378402691408, -93.2058747669352)",-144,Census_Blocks
4293,"(45.76854065665312, -93.20313337240175)",-64,Census_Blocks
4294,"(45.10610397567139, -95.0507353528779)",-118,Census_Blocks
4295,"(45.10469531539493, -95.04506416846378)",-212,Census_Blocks
4296,"(45.11341131857688, -95.04491809760975)",0,Census_Blocks
4297,"(45.36972495136837, -94.88569976435262)",-53,Census_Blocks
4298,"(45.280718451008966, -94.82375338617932)",-64,Census_Blocks
4299,"(45.19691425037145, -94.81763373812878)",-20,Census_Blocks
4300,"(45.37227228772187, -95.13421815957291)",-49,Census_Blocks
4301,"(45.290717399942125, -95.17494055655611)",-26,Census_Blocks
4302,"(45.27305751986535, -95.06582209582487)",-25,Census_Blocks
4303,"(45.272021417331956, -94.98249366306423)",-55,Census_Blocks
4304,"(45.29814027191333, -94.92783941050781)",-171,Census_Blocks
4305,"(45.105606105121204, -94.93393506898293)",-55,Census_Blocks
4306,"(45.18514712497711, -94.93774718917946)",-43,Census_Blocks
4307,"(45.23734035816665, -94.9384975256934)",-58,Census_Blocks
4308,"(45.140451805122694, -95.02300027225425)",-130,Census_Blocks
4309,"(45.14519367537227, -95.06777790902247)",-87,Census_Blocks
4310,"(45.125030630388515, -95.06298572206296)",-243,Census_Blocks
4311,"(45.093378168074935, -95.12862674046846)",-51,Census_Blocks
4312,"(45.18223737406838, -95.16771708318615)",-92,Census_Blocks
4313,"(45.196159483654135, -95.03384425035944)",-164,Census_Blocks
4314,"(45.11773110290443, -95.09369779200073)",-169,Census_Blocks
4315,"(45.10048471600209, -95.05502056961447)",-135,Census_Blocks
4316,"(45.108465357109786, -95.07058417051263)",-81,Census_Blocks
4317,"(45.12220912447542, -95.03814319957911)",-9,Census_Blocks
4318,"(45.11922398038961, -95.0455417221176)",-156,Census_Blocks
4319,"(45.10312726560189, -95.03315674344213)",-89,Census_Blocks
4320,"(45.117500806915615, -95.02984237367194)",-106,Census_Blocks
4321,"(45.120336166365796, -95.01369762321879)",-84,Census_Blocks
4322,"(45.01724999647822, -94.8197461881456)",-67,Census_Blocks
4323,"(44.97167589869558, -94.93931331637762)",-44,Census_Blocks
4324,"(45.136151922453834, -94.7951327013981)",-91,Census_Blocks
4325,"(44.9348943609344, -95.18687271635928)",-70,Census_Blocks
4326,"(45.02214730777775, -95.18607273595597)",-63,Census_Blocks
4327,"(44.98361713274894, -95.06399819701582)",-31,Census_Blocks
4328,"(48.774153854138845, -96.58022133169017)",-37,Census_Blocks
4329,"(48.559232488872794, -96.51808715190802)",-43,Census_Blocks
4330,"(48.791501136184564, -96.81131388333672)",-52,Census_Blocks
4331,"(48.775491761377694, -96.96443969924866)",-53,Census_Blocks
4332,"(48.77822565164476, -96.99054151648419)",-58,Census_Blocks
4333,"(48.56936850328413, -93.39923640366834)",-59,Census_Blocks
4334,"(48.58366804152058, -93.38871130468613)",-70,Census_Blocks
4335,"(48.56543504973454, -93.44508668477005)",-73,Census_Blocks
4336,"(48.599064935234836, -93.42327047956738)",0,Census_Blocks
4337,"(48.60031012061302, -93.41413533619868)",-32,Census_Blocks
4338,"(48.60088263495745, -93.37852733537561)",-19,Census_Blocks
4339,"(48.59458085972411, -93.41557129624479)",0,Census_Blocks
4340,"(48.59793607525252, -93.4089058282496)",0,Census_Blocks
4341,"(48.60353763270825, -93.18994215114417)",-45,Census_Blocks
4342,"(48.263834859541035, -93.29397414372403)",-47,Census_Blocks
4343,"(48.49479143877049, -93.36084377684446)",-60,Census_Blocks
4344,"(48.46794204953178, -93.61949434439823)",-7,Census_Blocks
4345,"(48.45742709763497, -94.03818730386259)",-3,Census_Blocks
4346,"(48.080369247513055, -93.9242155478145)",-55,Census_Blocks
4347,"(45.08692020689434, -96.10883372111851)",-41,Census_Blocks
4348,"(44.996205269021154, -96.15186953143376)",-35,Census_Blocks
4349,"(45.018244897218125, -96.18760992749041)",-35,Census_Blocks
4350,"(45.1145952543835, -96.34321450283907)",-61,Census_Blocks
4351,"(44.89134278377013, -96.27640525058563)",-16,Census_Blocks
4352,"(44.92852305738697, -96.07854678306293)",-55,Census_Blocks
4353,"(44.91662481221649, -95.94246626258361)",-90,Census_Blocks
4354,"(47.83012515103429, -91.41609097015535)",0,Census_Blocks
